"Country Name","Country Code","Indicator Name","Indicator Code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"IDA countries classified as fragile situations","DFS","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","2.85714285714286","2.84090909090909","2.86363636363636","2.81818181818182","2.8125","2.89583333333333","2.98076923076923","3.05357142857143","3.08620689655172","3.17241379310345","3.17241379310345",
"IDA countries classified as fragile situations","DFS","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","2.80952380952381","2.77272727272727","2.79545454545455","2.77272727272727","2.8125","2.75","2.71153846153846","2.73214285714286","2.74137931034483","2.72413793103448","2.6551724137931",
"IDA countries classified as fragile situations","DFS","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","2.69047619047619","2.61363636363636","2.70454545454545","2.79545454545455","2.85416666666667","2.79166666666667","2.80769230769231","2.71428571428571","2.79310344827586","2.82758620689655","2.86206896551724",
"IDA countries classified as fragile situations","DFS","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","2.92063492063492","2.87575757575758","2.91666666666667","2.95909090909091","3.05555555555556","3.04861111111111","3.03846153846154","2.95833333333333","2.96551724137931","2.95977022988506","2.93103471264368",
"IDA countries classified as fragile situations","DFS","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.07142857142857","3.06818181818182","3.02272727272727","3.02272727272727","3.10416666666667","3.10416666666667","3.13461538461538","3.07142857142857","3.03448275862069","3.08620689655172","3.10344827586207",
"IDA countries classified as fragile situations","DFS","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","2.80952380952381","2.77272727272727","2.84090909090909","2.75","2.91666666666667","3.0625","3.07692307692308","2.98214285714286","2.94827586206897","2.91379310344828","2.91379310344828",
"IDA countries classified as fragile situations","DFS","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","2.78571428571429","2.79545454545455","2.77272727272727","2.61363636363636","2.66666666666667","2.64583333333333","2.67307692307692","2.625","2.62068965517241","2.62068965517241","2.60344827586207",
"IDA countries classified as fragile situations","DFS","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","2.85714285714286","2.81818181818182","2.81818181818182","2.86363636363636","2.95833333333333","3","2.94230769230769","2.85714285714286","2.8448275862069","2.79310344827586","2.77586206896552",
"IDA countries classified as fragile situations","DFS","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","2.92857142857143","2.86363636363636","2.84090909090909","2.81818181818182","2.83333333333333","2.85416666666667","2.86538461538462","2.83928571428571","2.8448275862069","2.87931034482759","2.8448275862069",
"IDA countries classified as fragile situations","DFS","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.21428571428571","3.18181818181818","3.22727272727273","3.20454545454545","3.35416666666667","3.35416666666667","3.36538461538462","3.30357142857143","3.25862068965517","3.25862068965517","3.1551724137931",
"IDA countries classified as fragile situations","DFS","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2.8","2.74545454545455","2.76363636363636","2.73636363636364","2.78333333333333","2.84166666666667","2.87307692307692","2.84285714285714","2.82068965517241","2.85862068965517","2.86551724137931",
"IDA countries classified as fragile situations","DFS","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","2.66666666666667","2.56818181818182","2.59090909090909","2.56818181818182","2.60416666666667","2.64583333333333","2.75","2.76785714285714","2.70689655172414","2.75862068965517","2.82758620689655",
"IDA countries classified as fragile situations","DFS","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","2.47619047619048","2.40909090909091","2.40909090909091","2.40909090909091","2.45833333333333","2.4375","2.53846153846154","2.48214285714286","2.5","2.48275862068966","2.48275862068966",
"IDA countries classified as fragile situations","DFS","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","2.68095238095238","2.62727272727273","2.60454545454545","2.59090909090909","2.66666666666667","2.675","2.73461538461538","2.67142857142857","2.66896551724138","2.71034482758621","2.69655172413793",
"IDA countries classified as fragile situations","DFS","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","2.76190476190476","2.65909090909091","2.65909090909091","2.65909090909091","2.79166666666667","2.83333333333333","2.86538461538462","2.78571428571429","2.79310344827586","2.8448275862069","2.82758620689655",
"IDA countries classified as fragile situations","DFS","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","2.57142857142857","2.54545454545455","2.52272727272727","2.45454545454545","2.52083333333333","2.5625","2.57692307692308","2.51785714285714","2.51724137931034","2.67241379310345","2.51724137931034",
"IDA countries classified as fragile situations","DFS","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2.73809523809524","2.83333333333333","2.68181818181818","2.72727272727273","2.75","2.75","2.69230769230769","2.57142857142857","2.51724137931034","2.56896551724138","2.56896551724138",
"IDA countries classified as fragile situations","DFS","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","2.99206349206349","2.99090909090909","3","2.94090909090909","3.00694444444444","2.97916666666667","2.97435897435897","2.94047619047619","2.95402298850575","2.95402298850575","2.91379287356322",
"IDA countries classified as fragile situations","DFS","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3.38095238095238","3.47727272727273","3.43181818181818","3.40909090909091","3.54166666666667","3.54166666666667","3.53846153846154","3.46428571428571","3.5","3.51724137931034","3.48275862068966",
"IDA countries classified as fragile situations","DFS","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2.52380952380952","2.47727272727273","2.40909090909091","2.40909090909091","2.45833333333333","2.4375","2.55769230769231","2.5","2.5","2.58620689655172","2.55172413793103",
"IDA countries classified as fragile situations","DFS","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","2.8484126984127","2.80909090909091","2.82121212121212","2.80909090909091","2.878125","2.88611111111111","2.9051282051282","2.85327380952381","2.85229885057471","2.8706908045977","2.85172448275862",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","2.83333333333333","2.85714285714286","2.85714285714286","2.85714285714286","2.8125","2.8125","2.9","3","3.04166666666667","3.125","3.125",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","2.83333333333333","2.78571428571429","2.92857142857143","3","3","3","2.8","2.77272727272727","2.75","2.75","2.58333333333333",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","3.5","3.42857142857143","3.42857142857143","3.42857142857143","3.5","3.125","3.05","2.86363636363636","3","2.91666666666667","2.95833333333333",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3.33333333333333","3.31428571428571","3.28571428571429","3.27142857142857","3.33333333333333","3.22916666666667","3.1","3.03030303030303","3.08333333333333","3.0416675","3.01388916666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3","3.07142857142857","2.92857142857143","2.92857142857143","3.0625","3.125","3.1","3.09090909090909","3.08333333333333","3.125","3.125",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3.08333333333333","2.92857142857143","3","2.92857142857143","3.1875","3.3125","3.05","3.04545454545455","2.95833333333333","2.95833333333333","2.91666666666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","3","2.85714285714286","2.85714285714286","2.85714285714286","2.9375","2.875","2.85","2.68181818181818","2.66666666666667","2.66666666666667","2.66666666666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","3","3","2.92857142857143","2.92857142857143","3","3.0625","2.8","2.77272727272727","2.79166666666667","2.79166666666667","2.79166666666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","2.83333333333333","2.71428571428571","2.57142857142857","2.5","2.6875","2.6875","2.7","2.72727272727273","2.70833333333333","2.70833333333333","2.66666666666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.5","3.5","3.5","3.42857142857143","3.5","3.5","3.45","3.45454545454545","3.45833333333333","3.41666666666667","3.29166666666667",
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa","FXS","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2.83333333333333","2.74285714285714","2.74285714285714","2.75714285714286","2.875","2.9125","2.82","2.84545454545455","2.80833333333333","2.83333333333333","2.80833333333333",
